Thijssen,Dekker,Khanna,Mkhatrishvili,Schlapp,Marijnen,Zou,Mynott,Ning,Schmidt,Spanjers,Market
-0.41,-0.92,-0.43,-1.35,-0.98,-0.84,-0.66,-1.21,-0.19,-0.73,-0.73,-0.38
-0.25,0.72,-0.17,0.3,0.33,0.68,1.4,0.09,0.26,0.29,0.61,-0.08
1.26,0.04,1.46,0.41,1.65,1.02,2,0.78,0.58,1.09,0.9,0.99
-1.21,-0.86,-0.94,-1.5,-1.53,-1.18,-1.8,-1.09,-0.93,-1.19,-1.25,-1.19
1.66,0.58,1.18,0.69,0.55,1.11,0.97,1.07,0.49,1.28,1.01,1.07
0.33,0.96,0.09,-0.16,0.6,0.44,0.43,0.17,0.3,0.53,0.39,0.15
0.21,0.92,0.13,-0.77,-0.45,-0.3,-0.03,0.17,0.17,-0.38,-0.39,-0.15
1.17,0.43,0.77,0.58,0.87,0.39,0.83,0.44,0.14,0.5,0.5,0.58
-0.73,0.04,-0.09,0.28,-0.53,0.09,-0.03,-0.04,0.1,-0.19,0.12,-0.08
-0.08,0.11,0.64,2.09,1.27,0.53,0.94,0.43,0.5,0.38,0.37,0.16
0.54,-0.19,-0.82,1.59,0.62,0.14,0.48,0.67,0.17,-0.07,0.08,0.14
0.76,-0.63,-0.15,0.38,0.31,0.49,-0.54,0.64,-0.51,-0.15,0.3,0.11
-1.63,0.35,0.15,0.59,-0.02,-0.3,0.35,0.02,0,-0.11,0,-0.11
0.7,1.02,0.87,0.64,0.85,1.24,1.49,1.2,1.11,1.35,0.72,0.74
-3.3,-1.33,-1.77,-3.7,-1.64,-1.9,-1.94,-1.96,-0.8,-1.57,-1.3,-1.36
-0.84,-0.95,-0.47,-0.61,-1.41,-1.08,-2.04,-0.76,-0.39,-0.52,-0.7,-0.66
1.34,0.11,1,1.3,2.18,1.02,0.61,1.34,1.06,0.44,0.74,0.94
-3.35,-1.16,-1.92,-3.23,-2.21,-2.14,-2.13,-2.19,-1.34,-1.82,-1.75,-1.82
0.49,0.28,0.5,1.62,0.55,0.41,0.26,0.3,0.47,0.63,0.46,0.58
1.34,0.6,0.91,1.95,0.74,0.87,1.16,1.75,0.75,0.99,0.81,1.29
-0.32,0.27,-0.12,-0.39,0.43,-0.02,-0.44,0.21,0.37,-0.03,0.04,-0.05
-0.3,0.28,0.16,-0.02,0.49,-0.22,-0.24,-0.04,0.31,1.53,0.44,0.22
-0.97,0.08,0.08,0.77,0.57,-0.08,-0.65,0.48,0.6,0.28,0.32,0.47
0.7,1.38,0.94,1.57,1.38,1.15,1.41,1.79,0.76,1.2,0.79,1.01
0.55,0.52,0.07,0.2,0.23,0.26,0.56,-0.37,-0.07,-0.01,0.33,0.18
2.03,0.2,0.22,0.14,0.7,0.59,1.21,0.19,-0.03,0.53,0.67,0.27
1.5,0.42,1.15,1.67,0.01,0.71,2.02,1.28,0.42,0.52,0.93,0.52
0.3,-0.07,0.91,0.11,0.37,0.26,2.08,0.59,0.21,0.22,0.37,0.3
-0.12,-0.39,-0.06,-0.9,0.54,0.29,-0.9,-0.25,-0.37,-0.15,-0.16,-0.22
-0.27,1.59,-0.34,0.37,-0.45,0.2,0.32,1.39,0.28,0.92,0.13,0.2
2.29,1.21,1.35,1.28,0.28,0.69,0.4,0.96,0.39,0.62,0.59,0.58
0.53,-0.06,0.76,-0.48,-0.33,-0.53,-0.13,0.01,0.38,-0.16,-0.19,-0.19
-0.58,-0.5,-0.41,-0.25,-0.04,-0.31,0.03,0.14,-0.53,-0.24,-0.24,-0.5
-2.02,-0.64,0.23,0.05,0.29,-0.37,-0.43,-0.3,0.14,-0.42,-0.43,-0.24
0.34,1.02,0.63,1.32,1.09,0.84,1.23,0.68,0.75,1.03,0.78,0.76
-0.7,-1.31,-0.76,-0.44,-1.28,-0.92,-1.12,-1.02,-0.38,-0.89,-0.56,-0.85
0.16,0.32,0.2,0.18,0.17,0.23,-0.7,0.34,0.27,0.57,0.28,0.62
-0.14,-0.23,0.57,-0.2,0.12,-0.15,0.32,-0.38,0,-0.14,0.05,-0.29
0.89,0.75,0.58,-0.42,0.19,0.17,0.42,0.3,0.79,0.1,0.27,0.76
-0.09,-0.27,0.24,0.93,-0.38,0.06,0.33,0.08,0.23,-0.04,0.1,-0.02
-0.84,0.17,0.4,-0.07,0.86,0.42,-0.6,0.45,0.96,0.5,0.5,0.39
-1.27,-1.15,-0.14,-1.49,-1.94,-1.45,-1.02,-1.59,-0.29,-0.95,-0.96,-0.57
-1.47,0.22,-0.3,-0.52,-1.22,-0.87,-0.57,-1.17,0.18,0.28,-0.19,0.33
-2.32,-0.04,-1.44,-2.52,-1.83,-1.17,-2.61,-1.27,-0.59,-0.81,-1.37,-1.16
-0.29,0.94,0.22,0.39,1.1,0.39,0.23,0.28,0.67,1.18,0.27,0.42
1.34,0.52,-0.01,0.16,-0.63,-0.4,-0.58,0.51,0.38,-0.27,-0.39,-0.41
1.21,0.99,0.06,1.21,0.37,0.76,0.46,0.53,0.87,0.66,0.38,0.7
1.02,-0.63,-0.99,-0.49,-0.24,0.37,-0.47,-0.23,-0.4,-0.27,-0.07,0.31
2.08,1.49,1.47,1.02,3.08,1.64,1.93,1.8,1.16,1.45,1.7,1.28
-0.4,1.43,0.35,0.31,-0.35,-0.37,1.02,0.11,0.12,1.33,0.23,0.35
-1.63,-0.3,-0.35,-0.61,-1.47,-0.37,-0.31,-0.29,0.06,-0.07,-0.12,-0.28
-5.29,-2.91,-3.35,-6.07,-3.95,-3.4,-3.8,-3.58,-2.38,-3.33,-2.9,-2.48
1.49,1.16,1.54,2.42,2.74,1.44,0.68,1.75,1.35,1.13,1.37,1.47
-3,-1.03,-2.05,-1.95,-2.43,-2.07,-2.36,-2.02,-0.91,-1.61,-1.39,-1.46
0.9,-1,-1.08,-0.35,0.38,-0.89,-0.49,-0.23,0.34,-0.26,-0.52,-0.71
-0.67,1.21,2.96,1.26,1.11,0.42,0.97,0.78,1.42,1.15,0.91,0.97
0.48,0.35,0.54,0.91,-0.19,0.57,0.72,0.31,-0.1,-0.07,0.27,0.45
0.98,1.64,1.33,2.14,1.6,2.37,1.68,1.26,0.65,1.29,1.45,1.11
2.06,0.42,0.3,0.88,0.38,0.27,1.29,0.63,0.41,0.68,-0.03,0.06
0.82,1.23,0.49,1.15,0.54,0.9,1.81,0.06,0.18,1.38,0.97,0.49
-1.37,-1.01,-0.25,0.37,-0.87,-0.56,-0.03,-0.39,-0.35,-0.16,-0.2,-0.2
1.11,0.71,-0.02,0.38,0.69,0.98,0.82,0.41,1.06,0.28,0.72,0.67
0,0.83,0.81,-0.27,0.84,0.6,0.64,0.61,0.56,0.45,0.22,0.29
-2.61,-1.87,-2.01,-2.49,-2.65,-2.22,-1.32,-2.14,-1.61,-1.22,-1.85,-1.08
1.64,1.29,1.5,2.55,1.42,1.44,1.63,1.69,0.44,1.74,1.21,1.04
2.32,1.58,0.29,2.13,1.15,1.77,2.21,2.36,0.63,1.37,1.17,1.12
0.61,0.67,0.47,0.39,0.27,0.6,0.96,2.06,-0.7,0.51,0.43,0.23
1.4,0.89,0.87,0.58,1.07,0.42,0.34,0.54,0.66,1.18,0.42,0.54
0.36,0.32,0.74,0.22,0.61,0.38,0.69,0.22,-0.4,-0.05,0.48,0.44
0.08,-0.28,0.1,-0.79,-0.62,0.13,0.94,-0.1,-1.27,0.32,-0.35,-0.31
-0.03,1.57,0.98,0.89,0.84,0.65,1.03,0.79,0.33,1.41,1.13,0.54
-0.62,-0.72,-0.57,-0.27,0.03,-0.18,-0.05,-0.45,-0.45,-0.32,0.16,-0.02
1.3,1.34,0.69,1.99,1.28,0.85,1.02,1.55,0.91,1.53,1.05,1.1
-0.22,1.3,0.09,0.32,0.47,0.43,0.53,1.13,0.86,0.46,0.21,0.51
-0.53,-0.65,-0.8,-0.74,-0.69,-0.32,-0.83,-0.68,-0.61,-0.85,-0.28,-0.5
1.91,1.06,1.24,2.73,0.54,0.91,1.86,0.8,1.04,0.88,0.91,1.04
1.83,0.17,-0.01,0.46,0.37,1.09,-0.1,0.21,0.03,0.42,-0.04,-0.06
0.03,0.26,0.58,-0.37,-0.01,0.12,0.11,0.32,0.08,0.69,0.31,0.16
-1.84,-1.16,-1.87,-1.09,-0.79,-1.51,-1.5,-1.08,-1.74,-1.28,-1.15,-0.92
0.53,-0.3,-0.4,-0.05,0.03,0.31,0.61,0.4,-0.52,0.72,0.42,-0.19
-0.23,-0.37,0.87,0.05,0.16,0.15,-0.01,0.06,-0.61,-0.33,0.15,-0.06
1.38,1.23,1.09,1.07,0.92,1.44,2.05,1.02,-0.1,0.87,1.14,0.77
-0.75,-0.64,-1.51,-1.6,-0.88,-0.15,-1.03,-1.18,-1.68,-0.58,-0.76,-0.7
-0.02,0.34,0.67,0.58,0.29,1.21,0.38,0.65,0.77,0.29,0.82,0.5
-1.87,-0.13,-0.55,-1.17,-0.24,-0.77,-1.39,-0.78,-0.86,-0.39,-0.64,-1.31
0.87,0.45,-0.16,0.24,0.49,0.55,0.16,0.76,0.7,0.86,0.62,0.48
-0.68,0.36,-1.26,-1.69,-0.61,-0.65,-0.01,-0.73,-0.89,-0.2,-0.67,-0.55
-1.17,-1.21,-0.68,-1.16,-1.75,-1.22,-1.19,-1.64,-0.81,-1.11,-1.29,-1.38
0.74,0.7,0.49,1.19,0.5,0.76,0.5,0.99,1.1,0.82,0.98,0.89
1.02,0.31,0.59,0.57,0.47,0.74,1.09,1.69,0.62,1.08,0.71,1.3
0.11,0.56,0.44,-0.31,0.04,1.05,1.55,0.58,0.09,0.76,0.71,0.07
-1.79,-1.7,-0.56,-1.43,0.15,-1.02,-1.48,-0.87,-0.91,-0.83,-0.69,-1.04
-0.72,-0.55,-0.66,-0.98,-0.45,-0.76,-0.89,-0.56,-0.76,-0.63,-0.7,-0.82
1.73,1.85,1.73,2.48,1.03,1.37,1.65,1.75,1.59,1.22,1.24,1.47
-0.7,-0.65,-0.18,-0.5,-0.45,-1,-0.79,-0.8,-0.11,-0.54,-0.63,-0.59
1.42,0.49,0.82,1.22,0.26,0.56,0.6,0.4,0.36,0.61,0.41,0.74
1.1,0.67,1.08,1.4,0.76,1.23,1.13,1.02,0.87,0.95,0.88,0.8
-0.8,-0.5,-0.76,-1.61,-0.6,-0.9,-0.93,-1.1,-2.06,-0.87,-0.88,-1.28
-3.56,-2.45,-2.54,-3.58,-2.54,-2.18,-3.27,-1.94,-2.93,-2.36,-2.04,-2.45
0.16,-0.36,0.04,-0.64,0.87,0.75,0.3,-0.07,0.94,-0.03,0.52,0.13
-1.52,-1.31,-1.19,-2.35,-1.39,-1.86,-2,-1.83,-0.18,-1.24,-1.28,-1.19
1.49,1.31,1.11,1.75,1.16,1.16,1.53,1.35,1.12,1.01,0.74,0.96
-0.14,0.11,0.22,-0.1,-0.33,0.29,0.7,0.52,0.76,0.62,0.33,0.92
-0.04,1.24,1.5,1.91,2.04,1.43,1.64,1.8,0.66,1.26,1.42,0.77
0.19,0.79,0.1,-0.6,0.32,-0.27,-0.85,-0.01,0.11,-0.05,0.28,-0.33
0.92,1.3,1.43,1.27,0.75,1.22,2.03,1.26,-0.5,1.01,1.2,0.71
0.42,-0.32,-0.7,-0.74,-0.84,-0.12,-0.01,-0.85,0.09,0.31,-0.13,-0.1
0.3,-0.12,0.1,0.17,0.16,0.18,-0.19,-0.1,0.07,0.05,0.29,0.11
1.55,1.49,1.49,-0.11,1.65,1.45,1.71,1.5,0.21,1.11,1.24,1.11
1,0.47,-0.25,-0.24,-0.01,0.07,0.79,0.17,1.21,1,0.53,0.53
1.03,1.49,0.77,1.87,1.58,0.65,0.2,1.43,0.88,0.67,0.36,0.74
-0.02,-0.04,0.25,0.23,-0.16,0.71,-0.06,0.1,0.47,0.29,0.59,0.06
0.87,0.61,1.18,2.33,1.8,1.25,0.74,1.25,1.4,0.78,1.06,1.32
0.01,0.38,-0.15,0.05,0.07,0.36,0.22,-0.2,0.14,0.06,0.49,0.33
-0.25,0.21,0.53,0.57,0.57,0.58,0.76,0.88,1.38,0.48,0.82,0.2
-0.03,-1.02,-1.08,-0.61,-0.67,-0.08,-1.09,-0.32,-0.33,-0.59,-0.24,-0.41
0.79,-0.12,-0.29,0.31,-0.16,0.33,-0.17,0.53,-0.03,-0.18,0.41,0.3
1.6,0.21,-0.2,0.6,0.22,0.14,0.79,1.25,1.02,0.66,0.48,0.54
0.89,-0.32,0.14,0.51,0.29,-0.1,-0.23,-0.13,0.05,-0.22,-0.02,0.09
0.12,0.4,-0.11,-0.13,-0.07,0.27,0.69,0.24,0.05,0.15,0.33,0.22
0.25,0.53,0.5,0.1,-0.05,-0.08,0.09,-0.66,0.25,-0.54,0.02,-0.15
-1.67,0.65,-0.51,-1.07,-0.5,-0.48,0.5,-0.5,-1.37,-0.66,-0.41,-0.39
1.03,1.34,0.56,-1.04,1.07,0.68,0.55,0.85,1.32,0.93,0.98,0.42
-0.85,-0.29,-0.58,-0.13,-0.85,-0.65,-0.53,0,-0.07,0.05,-0.3,0.02
-0.63,-0.8,-0.99,-1.24,-0.85,-0.4,-0.6,-0.53,-0.25,-0.49,-0.14,-0.37
-0.46,-0.03,0.43,0.23,0.6,0.37,0.49,0.13,0.13,0.15,0.41,0.12
0.31,0.39,0.3,0.69,-0.05,0.34,0.17,0.57,-0.27,0.25,0.53,0.09
2.13,1.48,0.58,0.89,2.61,1.02,1.51,1.58,1.28,1.51,1.64,1.4
-0.24,0.25,-0.04,1.12,0.06,-0.09,1.61,-0.14,-0.24,0.08,0.34,0.2
0.45,1.02,-1.16,0.58,0.63,0.58,0.37,0.13,-0.53,0.06,0.73,-0.07
-1.05,-0.5,-1.13,-1.18,-0.83,-0.77,-1.27,-1.08,-0.74,-1.04,-0.59,-0.68
-1.14,-1.2,-1.15,-1.19,0.08,-0.68,-1.61,-0.95,0.14,-1.11,-0.59,-0.42
0.49,-0.05,0.89,1.17,0.43,0.19,1.59,0.56,0.16,0.62,0.06,0.47
-0.74,-0.09,-0.34,-0.32,-0.21,-0.27,0.57,-0.56,-0.6,-0.54,-0.3,-0.29
-0.42,0.22,0.69,0.32,1.04,0.55,0.86,0.18,-0.2,0.42,0.17,-0.02
-0.28,0.23,-0.12,-0.89,-0.42,0.24,0.48,-0.68,-0.46,-0.02,-0.06,0.2
-0.33,-1.09,-0.83,-1.27,2.23,-0.46,-1.22,-0.46,-0.73,-0.46,-0.38,-0.5
-0.61,-1.47,-1.7,-0.81,-1.65,-1.66,-2.78,-1.72,-1.59,-1.62,-1.7,-1.47
-0.42,-0.87,-0.7,0.03,2.75,0.04,0.13,-0.02,-0.98,-0.27,-0.14,-0.26
-1.36,-0.65,-1.18,-1.78,-1.04,-0.95,-1.2,-0.71,-0.87,-0.79,-0.71,-0.62
1.45,1.15,1.56,1.7,1.98,0.8,1.43,1.38,0.95,1.41,0.97,0.53
-0.93,-0.1,-0.76,0,-0.12,-0.45,-0.62,-0.46,-0.9,-0.76,-0.27,-0.59
2.29,0.31,1.15,1.97,1.5,1.29,1.64,1.78,0.87,0.2,1.29,0.93
0.63,-0.82,0.4,-0.8,-0.72,0.36,0.32,0.4,0.58,-0.2,0.26,0.38
0.24,-0.59,-0.45,0.28,-0.09,0.18,-0.27,0.4,-0.61,0.11,0.29,-0.29
-1.13,-1.89,-1.76,-2.27,-1.61,-2.13,-2.17,-2.44,-0.56,-2.2,-2.21,-1.75
1.55,0.11,0.65,-0.16,-0.67,0.75,0.5,0.15,0.37,0.4,0.43,0.3
-0.54,1.87,0.81,1.1,1.47,0.95,1.06,0.95,-0.24,0.86,0.91,0.34
-0.79,-0.95,-1.14,-1.66,-1.53,-1.29,-1.54,-1.62,-0.77,-1.08,-1.01,-0.47
1.05,0.59,0.27,0.12,0.52,0.36,0.74,0.49,-1,0.52,0.66,0.46
0.6,0.92,0.28,-0.11,0.92,1.29,1.35,1.15,-0.04,0.35,0.8,0.83
0.7,0.81,0.6,0.09,1.02,0.77,0.89,0.3,-0.46,0.32,0.55,0.19
0.58,0.45,-0.43,1.02,-0.43,0.05,0.13,-0.07,0.34,-0.19,0.2,0
1.32,0.86,2.36,2.85,1.37,1.61,1.13,1.56,0.73,1.33,1.26,1.09
-0.08,0.21,0.77,0.91,0.72,1.02,1.68,1.78,0.78,1.06,0.61,0.8
0.84,-0.1,0.03,0.29,0.35,-0.17,0.03,0.02,-0.5,-0.03,0.18,0.28
-0.13,-0.97,-1.15,-0.15,-0.22,-0.36,-0.82,-0.52,-0.31,-0.43,-0.37,-0.32
0,0.52,1.09,0.41,0.81,0.18,0.16,0.44,0.49,0.87,0.48,0.29
-0.33,0.38,0.14,0.54,0.68,0.22,0.35,0.5,-0.04,0.08,0.11,0.49
0.84,0.73,0.35,0.34,-0.04,0.58,1.26,0.79,0.71,1.1,0.82,0.54
0.7,0.98,1.41,2.07,1.09,0.73,0.76,1.1,2.55,0.59,0.65,1.1
-0.48,0.05,0.98,0.19,0.06,0.19,0.57,0.25,-0.28,-0.12,0.14,-0.13
-0.49,0.02,-0.57,-0.91,-0.34,0.02,-0.14,-0.48,-0.69,-0.37,-0.07,-0.63
-0.16,-0.28,-0.66,-0.93,-0.02,-0.48,-0.37,-0.55,1.32,-0.32,-0.31,-0.45
0.04,0.3,0.93,0.8,0.46,0.44,0.81,0.52,-0.01,0.34,0.21,-0.13
0.32,-0.65,0.15,-0.1,-0.03,0.14,0.52,-0.32,-0.54,-0.45,0.09,-0.23
0.74,0.96,0.73,0.26,0.14,0.19,0.15,0.99,0.09,0.57,0.86,0.42
0.02,-0.21,-0.35,-0.42,-0.53,-0.57,-0.57,-0.42,-0.68,-0.27,-0.06,-0.39
-0.31,0.25,0.31,0.19,-0.17,-0.09,0.24,-0.08,0.13,-0.29,-0.26,-0.49
1.76,0.64,0.61,0.49,0.82,1.03,1.27,1.23,0.41,0.91,1.17,0.9
0.53,-0.31,-0.42,-0.31,-0.49,-0.02,0,-0.55,-0.34,0,-0.04,-0.1
-0.04,-0.43,-1.39,-1.45,-1.81,-0.75,-0.92,-1.15,-1.25,-0.99,-1.01,-0.88
1.28,0.54,0.62,0.22,0.28,0.91,1.06,0.59,0.09,0.73,0.8,0.74
-1.6,-2.26,-0.82,-0.84,-0.14,-0.69,-1.26,-1.32,-0.65,-1.37,-0.82,-0.95
-1.62,-1.9,-1.42,-1.81,-0.73,-1.5,-2.34,-1.51,0.19,-1.43,-2.14,-1.35
-0.86,0.88,0.42,-0.16,-0.14,-0.38,0.05,0.03,0.35,-0.08,-0.74,-0.05
3.07,1.69,1.63,2.37,2.09,2.21,2.67,2.23,1.7,1.31,2.07,2.23
1.74,0.59,1.76,1.91,1.27,1.13,1.23,1.07,0.75,1.03,1.01,0.71
0.55,0.83,0.71,-0.16,0.88,0.89,0.71,0.51,-0.43,0.26,0.4,0.44
-0.45,-0.83,-1.39,-1.04,0.3,-0.9,-0.7,-0.2,-1.32,-0.91,-0.82,-0.73
2.54,0.06,0.81,2.66,0,0.59,1.41,1.08,1.01,1.07,1.23,1.37
0.88,0.41,1.84,2.06,0.91,0.7,1.47,1.01,1.58,0.4,0.93,0.7
1.63,0.96,0.39,0.5,1.39,1.07,0.88,1.28,0.76,1.37,0.71,0.73
0.04,0.59,-0.04,0.25,-0.34,0.18,0.72,0.16,-0.09,-0.33,-0.08,-0.02
-0.59,0.16,1.06,0.94,0.38,0,0.27,0.78,1.03,0.18,0.18,0.5
-1.81,-0.33,-0.08,-0.17,-0.61,-1.06,-0.15,0.08,0.05,-0.36,-0.23,-0.51
1.53,0.25,0.39,1.59,-0.1,0.44,0.33,0.92,0.01,0.59,0.58,0.42
-0.05,0.38,0.69,0.68,-0.4,0.05,-0.4,-0.32,1.12,0.08,-0.19,0.33
-0.48,0.33,-0.23,-0.45,0.1,-0.18,-0.38,0.21,-0.04,0.17,-0.28,0.09
0.93,1.15,0.17,0.63,0.43,0.7,-0.53,0.07,0.16,0.9,0.34,0.54
-1.43,0.11,-0.77,-1.46,0.04,-1.17,-1.61,-0.81,-0.77,-0.52,-1.26,-0.61
-0.88,-0.62,0.64,-1.24,0.62,0.06,-0.29,-0.94,-0.75,-0.18,-0.46,-0.34
-0.61,-0.45,-0.56,-0.62,0.17,-0.53,-0.65,0.24,0.2,-0.5,-0.09,0.2
2.32,0.58,0.65,0.96,1.12,0.85,0.8,1.44,0.59,0.75,1,0.47
-1.33,0.24,-0.59,-0.74,0.27,-0.33,-0.17,-0.38,-0.62,0.74,-0.21,-0.23
-1.13,0.05,-0.34,-0.13,0.2,0.16,-0.88,-0.51,0.82,-0.52,-0.39,0.27
-2.21,-1.13,-1.38,-1.66,-1.85,-1.55,-2.42,-1.78,-1.3,-1.54,-1.44,-1.46
1.95,1.1,1.04,0.83,1.59,1.52,1.36,1.79,0.45,1.15,1.62,1.45
0.49,0.72,0.31,-0.29,0.96,0.49,0.56,0.71,-0.04,0.68,0.22,0.12
-1.58,-0.44,0.03,0.3,-0.49,0.11,-0.11,0.12,-0.9,0,-0.07,-0.19
1.45,1.45,1.38,1,0.69,0.77,2.46,0.69,0.51,1.33,1.05,0.9
0.37,-0.5,0.28,0.96,-0.51,-0.28,-0.17,0.08,0.49,-0.02,-0.13,0.43
0.49,-0.02,-0.08,0.5,0.03,0.07,0.56,1.12,0.33,0.45,0.55,0.43
-2.17,-0.31,-0.94,-0.58,-0.43,-0.36,-0.17,-0.48,-0.23,-0.67,-0.75,-0.5
-0.66,-0.57,-0.55,-0.56,0.29,-1.08,-1.05,-0.79,-0.41,-0.58,-0.5,-0.27
0.11,-0.21,0.07,-0.49,0.27,-0.16,-0.48,-0.1,-0.67,-0.36,-0.16,-0.33
1.95,1.18,1.04,1.66,1.57,1.64,1.61,0.93,0.6,1.11,1.55,0.97
0.26,0.97,0.26,-0.18,0.6,0.67,0.75,0.69,0.25,0.04,0.43,0.5
-0.92,0.47,-0.4,-0.31,0.34,-0.06,0.3,0.6,-0.23,0.23,0.06,-0.11
0.68,1.35,0.78,1.45,0.82,0.88,0.3,0.55,-0.65,0.41,0.93,0.18
-0.81,0.36,0.3,0.9,0.36,1.35,1.24,0.86,0.3,0.33,0.73,0.3
0.15,0.4,0.22,0.14,-0.32,0.2,0.55,0.09,-0.06,0.15,0.67,-0.02
0.13,-0.69,-1.62,-1.62,-0.82,-0.76,-1.33,-0.57,-0.85,-1.21,-0.81,-0.31
-0.09,-0.06,-0.33,-0.81,-0.19,-0.4,-0.25,-0.7,0.18,-0.26,-0.39,-0.34
-0.16,-0.46,-0.24,-0.35,-0.46,0,-0.17,-0.39,0.02,-0.7,-0.11,-0.07
-0.19,-0.22,0.47,0.3,0.01,0.21,1.32,0.04,-0.24,-0.61,-0.16,-0.35
-0.84,-0.09,0.98,1.3,0.78,0.96,0.39,0.79,1.11,0.11,0.77,1.02
-0.16,-0.36,-0.13,-0.06,0.44,-0.39,0.09,0.29,-0.73,-0.45,-0.2,0.17
-0.53,-1.16,-0.56,-0.29,-0.27,-0.55,-0.51,-0.76,-1.09,-0.68,-0.46,-0.34
-1.78,-0.97,-1.55,-1.45,-1.45,-1.38,-1.27,-1.01,-1.05,-0.7,-1.23,-1.17
0.92,-0.17,-0.01,0.15,0.74,-0.38,0.09,0.14,1.11,-0.35,0.15,-0.23
-0.3,0.27,0.14,0.43,-0.36,0.46,0.75,0.66,0.19,0.3,0.45,0.1
0.72,0.37,1.02,0.43,1.36,1.37,0.57,1.7,0.72,0.66,0.88,0.67
-0.24,0.01,0.06,-0.04,-0.54,0.48,0.63,-0.04,-0.03,0.12,0.03,-0.26
0.18,1.67,1.34,1.5,0.71,0.66,0.33,1.2,1.08,1.19,1.02,1.55
0.65,-1.15,-0.25,-0.57,-1.17,-0.45,-0.95,-0.31,-0.59,-0.58,-0.11,-0.1
1.62,1.75,2.03,1.36,0.94,1.27,0.17,1.41,1.39,1.32,1.62,0.69
0.66,0.26,0.87,1.3,0.91,1.17,1.59,0.83,0.04,1.06,1.22,0.62
0.8,0.34,0.25,0.61,1.47,0.59,0.91,0.4,0.37,0.25,0.41,0.34
0,0.08,0.3,0.2,-0.2,0.33,0.26,0.42,-0.36,0.27,0.15,0.44
0.68,-0.19,0.06,1.38,-0.26,0.13,0.12,-0.04,0.25,-0.44,-0.04,-0.05
-1.13,1.07,0.37,0.04,-0.1,0.49,0.36,-0.01,-0.03,0.23,0.3,0
0.99,0.35,0.02,0.74,0.35,0.36,0.59,0.24,0.17,-0.08,0.47,0.44
-1.41,-0.14,-0.53,-0.44,-0.75,-0.38,-0.37,-1.05,-1.52,-0.26,-0.11,-0.88
-0.29,0.82,0.51,0.67,-0.14,0.95,0.43,1.06,-0.13,0.39,0.68,0.03
-0.48,-0.21,-1.01,-1.09,-1.42,-0.3,-0.52,-0.54,-0.16,-1.01,0.14,-0.34
0.7,0.21,0.28,0.19,1.04,1.34,1.85,0.43,1.13,0.08,1.32,0.68
-0.37,-0.28,-0.12,0.54,0.84,0.25,0.46,0.07,-0.6,-0.32,0.6,0.04
0.21,-0.6,-0.85,0.74,1.41,-0.17,-0.09,0.17,0.13,-1.01,0.52,0.02
0.55,0.04,-0.05,0.56,0.57,0.3,0.6,0.69,1.09,-0.03,0.9,0.27
-2.57,-2.06,-1.98,-1.84,-1.62,-1.13,-1.81,-1.13,-1.01,-2.02,-0.85,-1.32
1.94,0.33,1.2,1.17,0.94,1.9,2.41,1.36,0.36,0.78,1.45,1.15
0.31,0.68,0.37,0.46,-0.04,1.25,0.42,0.87,0,0.4,0.74,0.53
0.7,-1.23,0.59,0.13,0.31,0.13,0.48,0.21,0.52,-0.59,0.61,-0.07
-0.38,-0.59,-0.59,0.32,-0.28,-0.42,-0.55,-0.65,-0.01,-0.64,-0.06,-0.39
1.59,0.26,0.18,0.22,0.77,1,0.17,0.71,1.25,-0.22,0.58,0.3
1.33,-0.03,0.24,1.14,-0.29,0.67,0.92,0.91,0.13,0.28,0.46,0.15
-1.44,-1.03,-0.64,-0.54,-1.09,-0.87,-1.39,-0.49,-0.12,-0.73,-0.56,-0.86
-1.81,-1.63,-2.35,-2.9,-3.58,-2.85,-3.7,-2.95,-1.05,-1.51,-2.46,-2.19
-1.48,1.14,-1,-0.91,-0.89,-1.1,-0.93,-1.44,-0.24,-0.78,-1.78,-0.65
1.46,0.43,0.86,1.37,1.02,1.04,1.51,0.87,0.24,0.2,1.03,0.73
-0.77,-2.13,-1.13,-0.39,-1.62,-1.09,-0.93,-0.99,-0.29,-1.31,-1.13,-1.07
0.32,2.23,1.27,0.44,1.52,1.55,1.23,1.03,1.49,0.47,1.55,1.22
-0.71,-1.85,-0.9,0.06,-0.45,-0.73,-0.74,-0.42,0.17,0.03,-0.8,-0.66
-2.17,-3.16,-3.08,-2.75,-2.12,-2.83,-3.91,-3,-1.47,-2.79,-2.99,-2.49
1.03,-0.35,0.52,0.75,0.29,0.74,1.39,0.55,-0.14,-0.02,0.59,0.77
-0.98,0.4,-0.94,-1.07,-1,-1.03,-0.57,-0.89,-0.75,-0.37,-0.9,-0.23
1.28,1.01,1.63,1.84,1.36,0.98,2.8,0.51,0.65,1.63,0.69,1.21
1,1.63,1.05,0.87,0.61,1.13,1.17,1,0.58,0.62,1.56,1.33
-0.29,0.21,0.41,-0.37,0.56,0.62,0.71,-0.39,0.52,0.45,0.71,0.16
1.58,1.02,0.61,0.35,1.56,0.82,0.86,0.94,1.15,0.99,0.69,1.09
0.63,0.06,0.09,0.58,0.47,0.9,0.6,0.5,0,-0.46,0.29,0.11
1.42,1.71,0.44,1.18,0.92,1.07,1.66,1.26,1.31,0.65,1.11,0.72
0.79,-0.18,-0.1,0.73,0.45,0.5,0.42,0.32,0.49,-0.21,-0.03,0.42
